Timestamp,X_Acceleration,Y_Acceleration,Z_Acceleration,X_AngularVelocity,Y_AngularVelocity,Z_AngularVelocity,Euler_X,Euler_Y,Euler_Z,X_Magnetometer,Y_Magnetometer,Z_Magnetometer
1705328055.2666698,0.0400769673287868,-0.1315722465515136,-1.0327428579330444,-0.0003807619214057,-0.0057021658867597,-0.2935980558395386,-0.1922098398208618,0.0974021032452583,308.3841857910156,-0.179222747683525,-0.1361963301897049,-0.579730212688446
1705328055.2673082,0.0400769673287868,-0.1315722465515136,-1.0327428579330444,-0.0003807619214057,-0.0057021658867597,-0.2935980558395386,-0.1922098398208618,0.0974021032452583,308.3841857910156,-0.179222747683525,-0.1361963301897049,-0.579730212688446
1705328055.2679737,0.01597312095441989,-0.128190049954823,-1.0172128370829991,0.00126242446047922,-0.0073446898588111695,-0.34071383135659356,-0.1922098398208618,0.0974021032452583,308.3841857910156,-0.18316290506294788,-0.13443181216716762,-0.5822994930403573
1705328055.268636,-0.0067916228435933,-0.1249957531690597,-1.0025455951690674,0.0028143227100372,-0.008895962499082,-0.3852120637893677,-0.1922098398208618,0.0974021032452583,308.3841857910156,-0.1868841648101806,-0.1327653229236602,-0.5847260355949402
1705328055.2692993,-0.0067916228435933,-0.1249957531690597,-1.0025455951690674,0.0028143227100372,-0.008895962499082,-0.3852120637893677,-0.1922098398208618,0.0974021032452583,308.3841857910156,-0.1868841648101806,-0.1327653229236602,-0.5847260355949402
1705328055.269964,-0.0067916228435933,-0.1249957531690597,-1.0025455951690674,0.0028143227100372,-0.008895962499082,-0.3852120637893677,-0.1922098398208618,0.0974021032452583,308.3841857910156,-0.1868841648101806,-0.1327653229236602,-0.5847260355949402
1705328055.270593,-0.0067916228435933,-0.1249957531690597,-1.0025455951690674,0.0028143227100372,-0.008895962499082,-0.3852120637893677,-0.1922098398208618,0.0974021032452583,308.3841857910156,-0.1868841648101806,-0.1327653229236602,-0.5847260355949402
1705328055.2712543,-0.0067916228435933,-0.1249957531690597,-1.0025455951690674,0.0028143227100372,-0.008895962499082,-0.3852120637893677,-0.19494210524218417,0.10254775168640266,308.45987897600446,-0.1868841648101806,-0.1327653229236602,-0.5847260355949402
1705328055.271902,-0.0067916228435933,-0.1249957531690597,-1.0025455951690674,0.0028143227100372,-0.008895962499082,-0.3852120637893677,-0.19556525349617,0.1037213206291198,308.4771423339844,-0.1868841648101806,-0.1327653229236602,-0.5847260355949402
1705328055.272553,-0.0067916228435933,-0.1249957531690597,-1.0025455951690674,0.0028143227100372,-0.008895962499082,-0.3852120637893677,-0.19556525349617,0.1037213206291198,308.4771423339844,-0.1868841648101806,-0.1327653229236602,-0.5847260355949402
1705328055.2732027,-0.0067916228435933,-0.1249957531690597,-1.0025455951690674,0.0028143227100372,-0.008895962499082,-0.3852120637893677,-0.19556525349617,0.1037213206291198,308.4771423339844,-0.1868841648101806,-0.1327653229236602,-0.5847260355949402
1705328055.273843,-0.0067916228435933,-0.1249957531690597,-1.0025455951690674,0.0028143227100372,-0.008895962499082,-0.3852120637893677,-0.19556525349617,0.1037213206291198,308.4771423339844,-0.1868841648101806,-0.1327653229236602,-0.5847260355949402
1705328055.2744808,0.0022317078031067854,-0.10698868714805157,-1.012498368535723,0.0033622089241231883,-0.013004839566669207,-0.31549811022622243,-0.19556525349617,0.1037213206291198,308.4771423339844,-0.1863826894334384,-0.1328125853623662,-0.5842672399112157
1705328055.2751555,0.0633898377418518,0.0150592047721147,-1.0799560546875,0.007075659930706,-0.0408538952469825,0.1570075750350952,-0.19556525349617,0.1037213206291198,308.4771423339844,-0.1829838007688522,-0.1331329196691513,-0.5811576247215271
1705328055.2757864,0.0633898377418518,0.0150592047721147,-1.0799560546875,0.007075659930706,-0.0408538952469825,0.1570075750350952,-0.19556525349617,0.1037213206291198,308.4771423339844,-0.1829838007688522,-0.1331329196691513,-0.5811576247215271
1705328055.2764146,0.0633898377418518,0.0150592047721147,-1.0799560546875,0.007075659930706,-0.0408538952469825,0.1570075750350952,-0.19556525349617,0.1037213206291198,308.4771423339844,-0.1829838007688522,-0.1331329196691513,-0.5811576247215271
1705328055.2770388,0.0633898377418518,0.0150592047721147,-1.0799560546875,0.007075659930706,-0.0408538952469825,0.1570075750350952,-0.19556525349617,0.1037213206291198,308.4771423339844,-0.1829838007688522,-0.1331329196691513,-0.5811576247215271
1705328055.2776792,0.0633898377418518,0.0150592047721147,-1.0799560546875,0.007075659930706,-0.0408538952469825,0.1570075750350952,-0.1978627890348434,0.10886761471629136,308.4489807128906,-0.1829838007688522,-0.1331329196691513,-0.5811576247215271
1705328055.2783253,0.0633898377418518,0.0150592047721147,-1.0799560546875,0.007075659930706,-0.0408538952469825,0.1570075750350952,-0.203223705291748,0.120875634253025,308.3832702636719,-0.1829838007688522,-0.1331329196691513,-0.5811576247215271
1705328055.2789383,0.0633898377418518,0.0150592047721147,-1.0799560546875,0.007075659930706,-0.0408538952469825,0.1570075750350952,-0.203223705291748,0.120875634253025,308.3832702636719,-0.1829838007688522,-0.1331329196691513,-0.5811576247215271
1705328055.2795587,0.0633898377418518,0.0150592047721147,-1.0799560546875,0.007075659930706,-0.0408538952469825,0.1570075750350952,-0.203223705291748,0.120875634253025,308.3832702636719,-0.1829838007688522,-0.1331329196691513,-0.5811576247215271
1705328055.2801745,0.0633898377418518,0.0150592047721147,-1.0799560546875,0.007075659930706,-0.0408538952469825,0.1570075750350952,-0.203223705291748,0.120875634253025,308.3832702636719,-0.1829838007688522,-0.1331329196691513,-0.5811576247215271
1705328055.2807925,0.0633898377418518,0.0150592047721147,-1.0799560546875,0.007075659930706,-0.0408538952469825,0.1570075750350952,-0.203223705291748,0.120875634253025,308.3832702636719,-0.1829838007688522,-0.1331329196691513,-0.5811576247215271
1705328055.28145,0.07033166395766391,0.05461559702775303,-1.044708787543433,0.01678553691932129,-0.05630065543310977,0.27793073867048534,-0.203223705291748,0.120875634253025,308.3832702636719,-0.1817141982061522,-0.13272680044174193,-0.582044609955379
1705328055.282106,0.0801459699869155,0.1105401515960693,-0.9948764443397522,0.0305132940411567,-0.0781391784548759,0.4488910734653473,-0.203223705291748,0.120875634253025,308.3832702636719,-0.1799192428588867,-0.1321526318788528,-0.5832986235618591
1705328055.2827282,0.0801459699869155,0.1105401515960693,-0.9948764443397522,0.0305132940411567,-0.0781391784548759,0.4488910734653473,-0.203223705291748,0.120875634253025,308.3832702636719,-0.1799192428588867,-0.1321526318788528,-0.5832986235618591
1705328055.2833498,0.0801459699869155,0.1105401515960693,-0.9948764443397522,0.0305132940411567,-0.0781391784548759,0.4488910734653473,-0.203223705291748,0.120875634253025,308.3832702636719,-0.1799192428588867,-0.1321526318788528,-0.5832986235618591
1705328055.2839684,0.0801459699869155,0.1105401515960693,-0.9948764443397522,0.0305132940411567,-0.0781391784548759,0.4488910734653473,-0.203223705291748,0.120875634253025,308.3832702636719,-0.1799192428588867,-0.1321526318788528,-0.5832986235618591
1705328055.2846062,0.0801459699869155,0.1105401515960693,-0.9948764443397522,0.0305132940411567,-0.0781391784548759,0.4488910734653473,-0.20037662472043713,0.13034993889076363,308.3097965785435,-0.1799192428588867,-0.1321526318788528,-0.5832986235618591
1705328055.2852576,0.0801459699869155,0.1105401515960693,-0.9948764443397522,0.0305132940411567,-0.0781391784548759,0.4488910734653473,-0.1971844434738159,0.1409726440906524,308.2274169921875,-0.1799192428588867,-0.1321526318788528,-0.5832986235618591
1705328055.2859101,0.0801459699869155,0.1105401515960693,-0.9948764443397522,0.0305132940411567,-0.0781391784548759,0.4488910734653473,-0.1971844434738159,0.1409726440906524,308.2274169921875,-0.1799192428588867,-0.1321526318788528,-0.5832986235618591
1705328055.2865512,0.0801459699869155,0.1105401515960693,-0.9948764443397522,0.0305132940411567,-0.0781391784548759,0.4488910734653473,-0.1971844434738159,0.1409726440906524,308.2274169921875,-0.1799192428588867,-0.1321526318788528,-0.5832986235618591
1705328055.2872021,0.0801459699869155,0.1105401515960693,-0.9948764443397522,0.0305132940411567,-0.0781391784548759,0.4488910734653473,-0.1971844434738159,0.1409726440906524,308.2274169921875,-0.1799192428588867,-0.1321526318788528,-0.5832986235618591
1705328055.2878501,0.0801459699869155,0.1105401515960693,-0.9948764443397522,0.0305132940411567,-0.0781391784548759,0.4488910734653473,-0.1971844434738159,0.1409726440906524,308.2274169921875,-0.1799192428588867,-0.1321526318788528,-0.5832986235618591
1705328055.2885323,-0.006194924589778667,0.14428904397147038,-1.0518917177404676,0.12148851635200635,-0.0558602643864495,0.2520918760980878,-0.1971844434738159,0.1409726440906524,308.2274169921875,-0.1831967189908027,-0.13001699192183358,-0.5857863468783242
1705328055.2891815,-0.0189337451010942,0.1492683887481689,-1.060303807258606,0.1349110901355743,-0.0525732114911079,0.2230559289455413,-0.1971844434738159,0.1409726440906524,308.2274169921875,-0.1836802810430526,-0.1297018975019455,-0.5861533880233765
1705328055.2898319,-0.0189337451010942,0.1492683887481689,-1.060303807258606,0.1349110901355743,-0.0525732114911079,0.2230559289455413,-0.1971844434738159,0.1409726440906524,308.2274169921875,-0.1836802810430526,-0.1297018975019455,-0.5861533880233765
1705328055.2904716,-0.0189337451010942,0.1492683887481689,-1.060303807258606,0.1349110901355743,-0.0525732114911079,0.2230559289455413,-0.1971844434738159,0.1409726440906524,308.2274169921875,-0.1836802810430526,-0.1297018975019455,-0.5861533880233765
