0.994128,0.321267,172.239322
0.992832,0.325399,172.239337
0.992832,0.325399,172.239337
0.994342,0.330712,172.238086
0.994342,0.330712,172.238086
0.999411,0.331832,172.234225
0.999411,0.331832,172.234225
0.998698,0.333084,172.233554
0.998698,0.333084,172.233554
0.999764,0.327497,172.233203
0.999764,0.327497,172.233203
1.001574,0.322794,172.232333
1.001574,0.322794,172.232333
1.002846,0.319682,172.231052
1.002846,0.319682,172.231052
0.998645,0.319544,172.232562
0.998645,0.319544,172.232562
0.998183,0.319285,172.233386
0.998183,0.319285,172.233386
0.995687,0.325610,172.234729
0.995687,0.325610,172.234729
0.992766,0.327016,172.235034
0.992766,0.327016,172.235034
0.993391,0.324524,172.235248
0.993391,0.324524,172.235248
0.999030,0.322338,172.231830
0.999030,0.322338,172.231830
0.995531,0.327342,172.233127
0.995531,0.327342,172.233127
0.995535,0.327181,172.232577
0.995535,0.327181,172.232577
0.997031,0.331487,172.231433
0.997031,0.331487,172.231433
0.997440,0.329079,172.230777
0.997440,0.329079,172.230777
1.000188,0.324343,172.229846
1.000188,0.324343,172.229846
1.004745,0.324398,172.226611
1.004745,0.324398,172.226611
1.007895,0.324769,172.224643
1.007895,0.324769,172.224643
1.009354,0.324217,172.222903
1.009354,0.324217,172.222903
1.008886,0.328934,172.223117
1.008886,0.328934,172.223117
1.010145,0.325009,172.223361
1.010145,0.325009,172.223361
1.004218,0.323850,172.234134
1.004218,0.323850,172.234134
1.002575,0.319626,172.259341
1.002575,0.319626,172.259341
1.006360,0.318125,172.282962
1.006360,0.318125,172.282962
1.010622,0.312512,172.283664
1.010622,0.312512,172.283664
1.011419,0.307261,172.292178
1.011419,0.307261,172.292178
1.012651,0.302175,172.299594
1.012651,0.302175,172.299594
1.014203,0.295728,172.307895
1.014203,0.295728,172.307895
1.019606,0.286406,172.302981
1.019606,0.286406,172.302981
1.019501,0.284064,172.273074
1.019501,0.284064,172.273074
1.022672,0.280426,172.233050
1.022672,0.280426,172.233050
1.022485,0.276754,172.198566
1.022485,0.276754,172.198566
1.017707,0.276833,172.189120
1.017707,0.276833,172.189120
1.012673,0.280344,172.188449
1.012673,0.280344,172.188449
1.006865,0.280526,172.191440
1.006865,0.280526,172.191440
1.006229,0.275528,172.192126
1.006229,0.275528,172.192126
1.004891,0.267964,172.193622
1.004891,0.267964,172.193622
1.004543,0.273402,172.194659
1.004543,0.273402,172.194659
1.000765,0.274428,172.196826
1.000765,0.274428,172.196826
0.995074,0.272380,172.198688
0.995074,0.272380,172.198688
1.000804,0.270874,172.193133
1.000804,0.270874,172.193133
1.000649,0.270310,172.189502
1.000649,0.270310,172.189502
0.997683,0.269816,172.188479
0.997683,0.269816,172.188479
0.999112,0.265866,172.186801
0.999112,0.265866,172.186801
0.998851,0.260890,172.186557
0.998851,0.260890,172.186557
0.997823,0.257251,172.186832
0.997823,0.257251,172.186832
0.996043,0.255744,172.187823
0.996043,0.255744,172.187823
0.991607,0.252936,172.190127
0.991607,0.252936,172.190127
0.988584,0.246920,172.191684
0.988584,0.246920,172.191684
0.982304,0.243769,172.194949
0.982304,0.243769,172.194949
0.986552,0.248144,172.191684
0.986552,0.248144,172.191684
0.990959,0.247231,172.188373
0.990959,0.247231,172.188373
0.994393,0.240779,172.186755
0.994393,0.240779,172.186755
0.994180,0.238376,172.186969
0.994180,0.238376,172.186969
0.993024,0.236876,172.188144
0.993024,0.236876,172.188144
0.988402,0.238800,172.190295
0.988402,0.238800,172.190295
0.986845,0.233620,172.191745
0.986845,0.233620,172.191745
0.983921,0.231223,172.193988
0.983921,0.231223,172.193988
0.980423,0.237752,172.195529
0.980423,0.237752,172.195529
0.980541,0.239454,172.194736
0.980541,0.239454,172.194736
0.980615,0.241258,172.194614
0.980615,0.241258,172.194614
0.979838,0.243050,172.194995
0.979838,0.243050,172.194995
0.978832,0.242513,172.196277
0.978832,0.242513,172.196277
0.980761,0.243091,172.194736
0.980761,0.243091,172.194736
0.981223,0.235699,172.196246
0.981223,0.235699,172.196246
0.985131,0.233334,172.194568
0.985131,0.233334,172.194568
0.988162,0.229806,172.192859
0.988162,0.229806,172.192859
0.986439,0.233648,172.192859
0.986439,0.233648,172.192859
0.991739,0.233860,172.188815
0.991739,0.233860,172.188815
0.994495,0.229970,172.186908
0.994495,0.229970,172.186908
0.990564,0.226269,172.189822
0.990564,0.226269,172.189822
0.986651,0.223269,172.192203
0.986651,0.223269,172.192203
0.981829,0.220326,172.194827
0.981829,0.220326,172.194827
0.985756,0.224365,172.191424
0.985756,0.224365,172.191424
0.989422,0.222390,172.188525
0.989422,0.222390,172.188525
0.990062,0.219319,172.188098
0.990062,0.219319,172.188098
0.989364,0.217712,172.188479
0.989364,0.217712,172.188479
0.988718,0.213615,172.189319
0.988718,0.213615,172.189319
0.988850,0.209863,172.188998
0.988850,0.209863,172.188998
0.989113,0.204378,172.188754
0.989113,0.204378,172.188754
0.984995,0.207985,172.191501
0.984995,0.207985,172.191501
0.980715,0.204395,172.194339
0.980715,0.204395,172.194339
0.977214,0.200413,172.196399
0.977214,0.200413,172.196399
0.976154,0.197123,172.197375
0.976154,0.197123,172.197375
0.978562,0.192367,172.196597
0.978562,0.192367,172.196597
0.977961,0.187149,172.198169
0.977961,0.187149,172.198169
0.977449,0.187687,172.198215
0.977449,0.187687,172.198215
0.978004,0.190771,172.198550
0.978004,0.190771,172.198550
0.980329,0.184121,172.197665
0.980329,0.184121,172.197665
0.982066,0.179071,172.196658
0.982066,0.179071,172.196658
0.983473,0.173666,172.195666
0.983473,0.173666,172.195666
0.987969,0.169200,172.193347
0.987969,0.169200,172.193347
0.981404,0.172622,172.195834
0.981404,0.172622,172.195834
0.975686,0.176173,172.198199
0.975686,0.176173,172.198199
0.973898,0.172074,172.199100
0.973898,0.172074,172.199100
0.975006,0.173272,172.197650
0.975006,0.173272,172.197650
0.978009,0.177823,172.195605
0.978009,0.177823,172.195605
0.981149,0.181306,172.192950
0.981149,0.181306,172.192950
0.985454,0.175986,172.190570
0.985454,0.175986,172.190570
0.984534,0.171066,172.191501
0.984534,0.171066,172.191501
0.981477,0.166966,172.193454
0.981477,0.166966,172.193454
0.980401,0.162525,172.194232
0.980401,0.162525,172.194232
0.978911,0.157937,172.194995
0.978911,0.157937,172.194995
0.976991,0.152570,172.196963
0.976991,0.152570,172.196963
0.982495,0.152888,172.193439
0.982495,0.152888,172.193439
0.986843,0.150629,172.190799
0.986843,0.150629,172.190799
0.987747,0.146382,172.190555
0.987747,0.146382,172.190555
0.993577,0.145797,172.186297
0.993577,0.145797,172.186297
0.998681,0.144084,172.183047
0.998681,0.144084,172.183047
1.002306,0.141530,172.180759
1.002306,0.141530,172.180759
1.001116,0.136002,172.174945
1.001116,0.136002,172.174945
1.000331,0.133275,172.155322
1.000331,0.133275,172.155322
1.000588,0.124938,172.205447
1.000588,0.124938,172.205447
1.003651,0.115205,172.172565
1.003651,0.115205,172.172565
0.996065,0.113422,171.938403
0.996065,0.113422,171.938403
0.991937,0.104882,171.601489
0.991937,0.104882,171.601489
0.987335,0.105141,171.330997
0.987335,0.105141,171.330997
0.983792,-0.028860,171.034091
0.983792,-0.028860,171.034091
